date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:34:49	167720/167720	---M--	200	added ('OK')	image/png	etag:%227400b3243dec78dff526c504dd4c357a%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/CHECKENGINELIGHT-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/CHECKENGINELIGHT-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:50	91984/91984	---M-Z	200	added ('OK')	text/html	etag:%22-924439341%22	https://www.fastfriendlyrepair.com/service-list/coolant-antifreeze	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/coolant-antifreeze.html	(from https://www.fastfriendlyrepair.com/services)
06:34:50	150411/150411	---M--	200	added ('OK')	image/png	etag:%22aae01b98f475476f950895bdcb77a280%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/COOLANTANDANTIFREEZE-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/COOLANTANDANTIFREEZE-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:50	92305/92305	---M-Z	200	added ('OK')	text/html	etag:%221023037940%22	https://www.fastfriendlyrepair.com/service-list/cooling-system	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/cooling-system.html	(from https://www.fastfriendlyrepair.com/services)
06:34:50	463078/463078	---M--	200	added ('OK')	image/png	etag:%2238d8b6bc71c4e7b7168f7f508653c402%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/COOLINGSYSTEM-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/COOLINGSYSTEM-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:51	91958/91958	---M-Z	200	added ('OK')	text/html	etag:%22-1030330327%22	https://www.fastfriendlyrepair.com/service-list/custom-wheels	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/custom-wheels.html	(from https://www.fastfriendlyrepair.com/services)
06:34:51	111382/111382	---M--	200	added ('OK')	image/png	etag:%22178d7e56c815b70f76e7e92c04f28f02%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/CUSTOMWHEELS-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/CUSTOMWHEELS-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:51	102074/102074	---M--	200	added ('OK')	image/png	etag:%22a14cd3270952df0c7ce40c7839d214ce%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DIAGNOSTICS-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DIAGNOSTICS-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:52	176782/176782	---M--	200	added ('OK')	image/png	etag:%22d0a7443d1a9d8efe87e321e2e2055770%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DIESELENGINEMAINTENANCE-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DIESELENGINEMAINTENANCE-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:52	92580/92580	---M-Z	200	added ('OK')	text/html	etag:%22-1579976393%22	https://www.fastfriendlyrepair.com/service-list/differential	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/differential.html	(from https://www.fastfriendlyrepair.com/services)
06:34:52	424775/424775	---M--	200	added ('OK')	image/png	etag:%22956229a3aaa7ff934b7fb3306c422197%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DIFFERENTIAL-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DIFFERENTIAL-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:53	92030/92030	---M-Z	200	added ('OK')	text/html	etag:%22-253387054%22	https://www.fastfriendlyrepair.com/service-list/digital-inspections	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/digital-inspections.html	(from https://www.fastfriendlyrepair.com/services)
06:34:53	2162067/2162067	---M--	200	added ('OK')	image/png	etag:%22790c09ae85ee9f0c3aac78bbe268b776%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DigitalInspections-f7212307-1920w.jpg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DigitalInspections-f7212307-1920w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:53	92286/92286	---M-Z	200	added ('OK')	text/html	etag:%221624697932%22	https://www.fastfriendlyrepair.com/service-list/drive-train	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/drive-train.html	(from https://www.fastfriendlyrepair.com/services)
06:34:54	132800/132800	---M--	200	added ('OK')	image/png	etag:%22558819c556ea3030c4cde559253bdc0e%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DRIVETRAIN-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/DRIVETRAIN-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:54	92047/92047	---M-Z	200	added ('OK')	text/html	etag:%22-611687091%22	https://www.fastfriendlyrepair.com/service-list/engine-air-filter	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/engine-air-filter.html	(from https://www.fastfriendlyrepair.com/services)
06:34:54	442465/442465	---M--	200	added ('OK')	image/png	etag:%22ba87c81a63c7ae9522031caebf4dcd19%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/ENGINEAIRFILTER-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/ENGINEAIRFILTER-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:55	92292/92292	---M-Z	200	added ('OK')	text/html	etag:%22-1691718483%22	https://www.fastfriendlyrepair.com/service-list/exhaust-service	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/exhaust-service.html	(from https://www.fastfriendlyrepair.com/services)
06:34:55	411247/411247	---M--	200	added ('OK')	image/png	etag:%229a6c2d7f76020085b2174803ebcaff47%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/EXHAUST-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/EXHAUST-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:56	91550/91550	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202025%2010:34:56%20GMT	https://www.fastfriendlyrepair.com/service-list/flat-repair	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/flat-repair.html	(from https://www.fastfriendlyrepair.com/services)
06:34:56	156188/156188	---M--	200	added ('OK')	image/png	etag:%2257077f1aefcfbbc98acd1ec9a1798375%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FLATREPAIR-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FLATREPAIR-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:56	92067/92067	---M-Z	200	added ('OK')	text/html	etag:%222073438669%22	https://www.fastfriendlyrepair.com/service-list/fluid-inspection	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/fluid-inspection.html	(from https://www.fastfriendlyrepair.com/services)
06:34:57	349302/349302	---M--	200	added ('OK')	image/png	etag:%223499a1adb55b4d622ccb0387532e1b5c%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FLUIDINSPECTION-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FLUIDINSPECTION-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:58	92343/92343	---M-Z	200	added ('OK')	text/html	etag:%22205219296%22	https://www.fastfriendlyrepair.com/service-list/four-wheel-drive	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/four-wheel-drive.html	(from https://www.fastfriendlyrepair.com/services)
06:34:58	475205/475205	---M--	200	added ('OK')	image/png	etag:%22dea864099cd21d336845a6944437f26d%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FOURWHEELDRIVE-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FOURWHEELDRIVE-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:59	91980/91980	---M-Z	200	added ('OK')	text/html	etag:%221276665209%22	https://www.fastfriendlyrepair.com/service-list/fuel-filter	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/fuel-filter.html	(from https://www.fastfriendlyrepair.com/services)
06:34:59	385556/385556	---M--	200	added ('OK')	image/png	etag:%22b74950332dc761d9dcdaffad6efb1ab3%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FUEL+FILTER-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FUEL+FILTER-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:00	91901/91901	---M-Z	200	added ('OK')	text/html	etag:%221867234687%22	https://www.fastfriendlyrepair.com/service-list/fuel-injectors	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/fuel-injectors.html	(from https://www.fastfriendlyrepair.com/services)
06:35:00	488259/488259	---M--	200	added ('OK')	image/png	etag:%2214aefcdf2cf0fe12245da4f00fab713c%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FUELINJECTORS-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/FUELINJECTORS-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:02	92085/92085	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202025%2010:35:03%20GMT	https://www.fastfriendlyrepair.com/service-list/headlamp-replacement	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/headlamp-replacement.html	(from https://www.fastfriendlyrepair.com/services)
06:35:02	320415/320415	---M--	200	added ('OK')	image/png	etag:%22dd9ff5f104b61dd716fd8b54e44f190a%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/HEADLAMPREPLACEMENT-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/HEADLAMPREPLACEMENT-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:03	91619/91619	---M-Z	200	added ('OK')	text/html	etag:%22-2107150674%22	https://www.fastfriendlyrepair.com/service-list/lift-kits	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/lift-kits.html	(from https://www.fastfriendlyrepair.com/services)
06:35:03	596191/596191	---M--	200	added ('OK')	image/png	etag:%228a5c7256b1070af62d0fc1c2f0ab78df%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/LIFTKITS-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/LIFTKITS-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:03	91693/91693	---M-Z	200	added ('OK')	text/html	etag:%22-1831854095%22	https://www.fastfriendlyrepair.com/service-list/oil-changes	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/oil-changes.html	(from https://www.fastfriendlyrepair.com/services)
06:35:04	392362/392362	---M--	200	added ('OK')	image/png	etag:%224cbd73fca7d49ccbc74d68c5d437d791%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/OILCHANGE-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/OILCHANGE-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:04	91734/91734	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202025%2010:35:05%20GMT	https://www.fastfriendlyrepair.com/service-list/pcv-valve	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/pcv-valve.html	(from https://www.fastfriendlyrepair.com/services)
06:35:04	19616/19616	---M--	200	added ('OK')	image/png	etag:%228a6b17f02eca1448bd4f9c87577c40a7%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/PCVVALVE-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/PCVVALVE-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:05	92081/92081	---M-Z	200	added ('OK')	text/html	etag:%221329602738%22	https://www.fastfriendlyrepair.com/service-list/power-steering-service	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/power-steering-service.html	(from https://www.fastfriendlyrepair.com/services)
06:35:05	349898/349898	---M--	200	added ('OK')	image/png	etag:%2271cd9c82cde80ae07ff96cb7ead13c2a%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/POWER+STEERING+SERVICE-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/POWER+STEERING+SERVICE-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:06	92666/92666	---M-Z	200	added ('OK')	text/html	etag:%22450922720%22	https://www.fastfriendlyrepair.com/service-list/preventive-maintenance	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/preventive-maintenance.html	(from https://www.fastfriendlyrepair.com/services)
06:35:06	420380/420380	---M--	200	added ('OK')	image/png	etag:%221d4c5939e6ef8eeb1ca0597f6e0d5178%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/PREVENTIVEMAINTENANCE-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/PREVENTIVEMAINTENANCE-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:06	91879/91879	---M-Z	200	added ('OK')	text/html	etag:%22-1383184281%22	https://www.fastfriendlyrepair.com/service-list/radiator-service	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/radiator-service.html	(from https://www.fastfriendlyrepair.com/services)
06:35:07	184080/184080	---M--	200	added ('OK')	image/png	etag:%227a0a59cfe9b1556d0b30f3b6b1046f74%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/RADIATOR-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/RADIATOR-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:07	92114/92114	---M-Z	200	added ('OK')	text/html	etag:%22947660534%22	https://www.fastfriendlyrepair.com/service-list/roadside-assistance	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/roadside-assistance.html	(from https://www.fastfriendlyrepair.com/services)
06:35:07	423375/423375	---M--	200	added ('OK')	image/png	etag:%224315da0831c3001baf1bf61134921a2e%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/ROADSIDEASSISTANCE-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/ROADSIDEASSISTANCE-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:08	92216/92216	---M-Z	200	added ('OK')	text/html	etag:%221979432705%22	https://www.fastfriendlyrepair.com/service-list/serpentine-belt	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/serpentine-belt.html	(from https://www.fastfriendlyrepair.com/services)
06:35:08	536142/536142	---M--	200	added ('OK')	image/png	etag:%223b809b7d7e37baaae38c833be744ded2%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/SERPENTINEBELT-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/SERPENTINEBELT-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:09	91951/91951	---M-Z	200	added ('OK')	text/html	etag:%22-1728782342%22	https://www.fastfriendlyrepair.com/service-list/shock-struts	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/shock-struts.html	(from https://www.fastfriendlyrepair.com/services)
06:35:09	152036/152036	---M--	200	added ('OK')	image/png	etag:%2205f3bd55fd9f8adb29b9d2e08c754bc0%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/SHOCKSSTRUTS-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/SHOCKSSTRUTS-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:09	92065/92065	---M-Z	200	added ('OK')	text/html	etag:%22-2089431881%22	https://www.fastfriendlyrepair.com/service-list/suspension	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/suspension.html	(from https://www.fastfriendlyrepair.com/services)
06:35:09	396343/396343	---M--	200	added ('OK')	image/png	etag:%22836237957e51c940a3085acae8ad19bb%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/SUSPENSION-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/SUSPENSION-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:10	91806/91806	---M-Z	200	added ('OK')	text/html	etag:%22634223553%22	https://www.fastfriendlyrepair.com/service-list/timing-belt	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/timing-belt.html	(from https://www.fastfriendlyrepair.com/services)
06:35:10	162475/162475	---M--	200	added ('OK')	image/png	etag:%22b263bd7dc6e2fcf280c07f75db07adf7%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TIMINGBELT-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TIMINGBELT-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:11	91636/91636	---M-Z	200	added ('OK')	text/html	etag:%22-1150136188%22	https://www.fastfriendlyrepair.com/service-list/tire-installation	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/tire-installation.html	(from https://www.fastfriendlyrepair.com/services)
06:35:11	429078/429078	---M--	200	added ('OK')	image/png	etag:%229f7e87532f3c7c4795fac20ddef77b0e%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TIREINSTALLATION-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TIREINSTALLATION-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:11	92033/92033	---M-Z	200	added ('OK')	text/html	etag:%22-1364914935%22	https://www.fastfriendlyrepair.com/service-list/tpms	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/tpms.html	(from https://www.fastfriendlyrepair.com/services)
06:35:11	113628/113628	---M--	200	added ('OK')	image/png	etag:%225efbd73844c3e817b03f0df7196e2143%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TPMS-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TPMS-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:12	91353/91353	---M-Z	200	added ('OK')	text/html	etag:%22-905989404%22	https://www.fastfriendlyrepair.com/service-list/tire-rotation	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/tire-rotation.html	(from https://www.fastfriendlyrepair.com/services)
06:35:12	417010/417010	---M--	200	added ('OK')	image/png	etag:%22cb1c865d531f0db863bab12d9f4d9005%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TIREROTATION-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TIREROTATION-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:13	92235/92235	---M-Z	200	added ('OK')	text/html	etag:%22-235352383%22	https://www.fastfriendlyrepair.com/service-list/transmission	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/transmission.html	(from https://www.fastfriendlyrepair.com/services)
06:35:13	162840/162840	---M--	200	added ('OK')	image/png	etag:%2202f46b91f3c3526b767e959c104e5be5%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TRANSMISSION-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TRANSMISSION-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:13	91731/91731	---M-Z	200	added ('OK')	text/html	etag:%22-1272091120%22	https://www.fastfriendlyrepair.com/service-list/tune-ups	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/tune-ups.html	(from https://www.fastfriendlyrepair.com/services)
06:35:14	409915/409915	---M--	200	added ('OK')	image/png	etag:%22ab6b317e26f0309888716b3235972e29%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TUNEUP-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/TUNEUP-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:14	91727/91727	---M-Z	200	added ('OK')	text/html	etag:%222092170727%22	https://www.fastfriendlyrepair.com/service-list/vehicle-inspections	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/vehicle-inspections.html	(from https://www.fastfriendlyrepair.com/services)
06:35:14	411341/411341	---M--	200	added ('OK')	image/png	etag:%22cc376f132fc8ae1cf0f27b2b9fea3d02%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/VEHICLE+INSPECTION-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/VEHICLE+INSPECTION-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:15	91838/91838	---M-Z	200	added ('OK')	text/html	etag:%22868490327%22	https://www.fastfriendlyrepair.com/service-list/water-pump	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/water-pump.html	(from https://www.fastfriendlyrepair.com/services)
06:35:15	425685/425685	---M--	200	added ('OK')	image/png	etag:%2248f54f0521f84c74262963a32d29f0a8%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/WATER+PUMP-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/WATER+PUMP-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:15	92310/92310	---M-Z	200	added ('OK')	text/html	etag:%22829401956%22	https://www.fastfriendlyrepair.com/service-list/wheel-alignment	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/wheel-alignment.html	(from https://www.fastfriendlyrepair.com/services)
06:35:16	399781/399781	---M--	200	added ('OK')	image/png	etag:%227767eb1c4247ba655aa24a728d7294df%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/WHEELALIGNMENT-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/WHEELALIGNMENT-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:16	91941/91941	---M-Z	200	added ('OK')	text/html	etag:%22674217345%22	https://www.fastfriendlyrepair.com/service-list/wheel-balancing	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/wheel-balancing.html	(from https://www.fastfriendlyrepair.com/services)
06:35:16	441922/441922	---M--	200	added ('OK')	image/png	etag:%221f0fe3a3aa2162c4a82300826b5630b7%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/WHEELBALANCING-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/WHEELBALANCING-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:35:17	92002/92002	---M-Z	200	added ('OK')	text/html	etag:%22-1316238775%22	https://www.fastfriendlyrepair.com/service-list/winter-tires	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/winter-tires.html	(from https://www.fastfriendlyrepair.com/services)
06:35:17	176675/176675	---M--	200	added ('OK')	image/png	etag:%2247723e2fc1e4af62be1d8b5fca7aaeba%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/WINTER+TIRES-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/WINTER+TIRES-480w.png	(from https://www.fastfriendlyrepair.com/services)
